"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"GO:0009108","GO:0009108","coenzyme biosynthetic process",31,0.271914149751085,1.04128862928698,0.37642330877428,0.792679771916209,0.708610851382382,957,"tags=58%, list=29%, signal=42%","PF3D7_1324900/PF3D7_1214900/PF3D7_1015900/PF3D7_1462800/PF3D7_0922500/PF3D7_0524900/PF3D7_0621200/PF3D7_0704700/PF3D7_0629100/PF3D7_1120100/PF3D7_0626800/PF3D7_1436000/PF3D7_1439900/PF3D7_1420600/PF3D7_1224000/PF3D7_1444800/PF3D7_0624000/PF3D7_0617300"
"GO:0006812","GO:0006812","cation transport",36,-0.36921175974292,-1.07016606753053,0.386674325100517,0.809980954684241,0.724077129551107,1120,"tags=33%, list=34%, signal=22%","PF3D7_0603500/PF3D7_1439000/PF3D7_1303500/PF3D7_0715900/PF3D7_0934500/PF3D7_1306600/PF3D7_0414700/PF3D7_0727800/PF3D7_1354400/PF3D7_0319000/PF3D7_0522600/PF3D7_1421900"
"GO:0006260","GO:0006260","DNA replication",53,-0.348032932686724,-1.06321183462582,0.391184875796878,0.812958414355405,0.726738809976533,734,"tags=36%, list=22%, signal=28%","PF3D7_0419600/PF3D7_1343300/PF3D7_1037000/PF3D7_0219600/PF3D7_1417800/PF3D7_0508800/PF3D7_1029900/PF3D7_0910500/PF3D7_0705400/PF3D7_0503200/PF3D7_0218000/PF3D7_0317400/PF3D7_0625300/PF3D7_0917500/PF3D7_0705300/PF3D7_0910900/PF3D7_0709500/PF3D7_0215800/PF3D7_1411300"
"GO:0015833","GO:0015833","peptide transport",122,-0.318129538062537,-1.05403498389556,0.392180943608638,0.812958414355405,0.726738809976533,917,"tags=29%, list=28%, signal=21%","PF3D7_1117700/PF3D7_1145100/PF3D7_1318800/PF3D7_0522400/PF3D7_1316200/PF3D7_1038400/PF3D7_1246800/PF3D7_1134800/PF3D7_0905900/PF3D7_1309700/PF3D7_1438100/PF3D7_1320400/PF3D7_1333300/PF3D7_0730200/PF3D7_0210700/PF3D7_1452600/PF3D7_1144900/PF3D7_1324700/PF3D7_1436300/PF3D7_1218300/PF3D7_1035900/PF3D7_1246300/PF3D7_1243000/PF3D7_1448600/PF3D7_0526900/PF3D7_0803600/PF3D7_1224200/PF3D7_1451000/PF3D7_0816200/PF3D7_1216300/PF3D7_1427000/PF3D7_1432000/PF3D7_0422100/PF3D7_1034700/PF3D7_0530100"
"GO:0010629","GO:0010629","negative regulation of gene expression",12,-0.459553006291748,-1.07116170365163,0.398650472334683,0.822087502534735,0.734899698113569,1230,"tags=58%, list=37%, signal=37%","PF3D7_1224500/PF3D7_0906000/PF3D7_0416400/PF3D7_1328800/PF3D7_0722100/PF3D7_1220900/PF3D7_0416500"
"GO:0051188","GO:0051188","cofactor biosynthetic process",37,0.258308733190464,1.02876687235437,0.4046875,0.827294308378206,0.739554287838756,957,"tags=54%, list=29%, signal=39%","PF3D7_1324900/PF3D7_1214900/PF3D7_1015900/PF3D7_1462800/PF3D7_0922500/PF3D7_0524900/PF3D7_0621200/PF3D7_0704700/PF3D7_0406400/PF3D7_0629100/PF3D7_1120100/PF3D7_0626800/PF3D7_1436000/PF3D7_1439900/PF3D7_1420600/PF3D7_1224000/PF3D7_1444800/PF3D7_0624000/PF3D7_0918900/PF3D7_0617300"
"GO:0006629","GO:0006629","lipid metabolic process",69,-0.331513140433513,-1.04663810064893,0.407391537225495,0.827294308378206,0.739554287838756,396,"tags=41%, list=12%, signal=36%","PF3D7_0705500/PF3D7_0511800/PF3D7_0208500/PF3D7_1135900/PF3D7_0629300/PF3D7_1124600/PF3D7_1221900/PF3D7_1247300/PF3D7_1347700/PF3D7_0709700/PF3D7_1469600/PF3D7_0702200/PF3D7_0515300/PF3D7_0104400/PF3D7_1477800/PF3D7_1122100/PF3D7_1022800/PF3D7_0419900/PF3D7_0615300/PF3D7_0209100/PF3D7_0420200/PF3D7_0511200/PF3D7_0215300/PF3D7_0803600/PF3D7_1412400/PF3D7_1479000/PF3D7_1358000/PF3D7_0216800"
"GO:0071824","GO:0071824","protein-DNA complex subunit organization",15,-0.432816003905807,-1.06050276881177,0.409162098668755,0.827294308378206,0.739554287838756,701,"tags=40%, list=21%, signal=32%","PF3D7_0919000/PF3D7_0714000/PF3D7_1433300/PF3D7_1464000/PF3D7_0215800/PF3D7_1333700"
"GO:0071103","GO:0071103","DNA conformation change",28,-0.379862332167722,-1.05196874651222,0.410831444590242,0.827294308378206,0.739554287838756,811,"tags=36%, list=25%, signal=27%","PF3D7_0508500/PF3D7_1223300/PF3D7_0919000/PF3D7_1433500/PF3D7_1304000/PF3D7_0714000/PF3D7_1433300/PF3D7_1318400/PF3D7_1123800/PF3D7_1333700"
"GO:0006323","GO:0006323","DNA packaging",21,-0.402107516524599,-1.05501381078976,0.416084788029925,0.827294308378206,0.739554287838756,811,"tags=38%, list=25%, signal=29%","PF3D7_0508500/PF3D7_0919000/PF3D7_1304000/PF3D7_0714000/PF3D7_1433300/PF3D7_1318400/PF3D7_1123800/PF3D7_1333700"
"GO:0006261","GO:0006261","DNA-dependent DNA replication",26,-0.38412898674986,-1.04878268666224,0.418596237337192,0.827294308378206,0.739554287838756,718,"tags=23%, list=22%, signal=18%","PF3D7_0910500/PF3D7_0705400/PF3D7_0625300/PF3D7_0705300/PF3D7_0910900/PF3D7_0215800"
"GO:0044270","GO:0044270","cellular nitrogen compound catabolic process",26,0.279131301957495,1.01853359564658,0.419883040935673,0.827294308378206,0.739554287838756,911,"tags=50%, list=28%, signal=36%","PF3D7_1324900/PF3D7_1214900/PF3D7_1015900/PF3D7_1462800/PF3D7_0922500/PF3D7_1011900/PF3D7_1120100/PF3D7_0626800/PF3D7_1436000/PF3D7_1439900/PF3D7_1021600/PF3D7_1444800/PF3D7_0624000"
"GO:0046700","GO:0046700","heterocycle catabolic process",26,0.279131301957495,1.01853359564658,0.419883040935673,0.827294308378206,0.739554287838756,911,"tags=50%, list=28%, signal=36%","PF3D7_1324900/PF3D7_1214900/PF3D7_1015900/PF3D7_1462800/PF3D7_0922500/PF3D7_1011900/PF3D7_1120100/PF3D7_0626800/PF3D7_1436000/PF3D7_1439900/PF3D7_1021600/PF3D7_1444800/PF3D7_0624000"
"GO:1901361","GO:1901361","organic cyclic compound catabolic process",26,0.279131301957495,1.01853359564658,0.419883040935673,0.827294308378206,0.739554287838756,911,"tags=50%, list=28%, signal=36%","PF3D7_1324900/PF3D7_1214900/PF3D7_1015900/PF3D7_1462800/PF3D7_0922500/PF3D7_1011900/PF3D7_1120100/PF3D7_0626800/PF3D7_1436000/PF3D7_1439900/PF3D7_1021600/PF3D7_1444800/PF3D7_0624000"
"GO:0009892","GO:0009892","negative regulation of metabolic process",15,-0.429066385886745,-1.05131530749953,0.422213521273819,0.827788086044236,0.739995697124972,1230,"tags=60%, list=37%, signal=38%","PF3D7_1224500/PF3D7_1227500/PF3D7_0906000/PF3D7_0416400/PF3D7_1328800/PF3D7_0722100/PF3D7_1220900/PF3D7_1405400/PF3D7_0416500"
"GO:0008033","GO:0008033","tRNA processing",16,0.320547309047998,1.01046005235238,0.429010989010989,0.833917171386479,0.745474752522163,91,"tags=12%, list=3%, signal=12%","PF3D7_0723700/PF3D7_1408900"
"GO:0019439","GO:0019439","aromatic compound catabolic process",25,0.280073243027275,1.01201762119334,0.429530201342282,0.833917171386479,0.745474752522163,911,"tags=52%, list=28%, signal=38%","PF3D7_1324900/PF3D7_1214900/PF3D7_1015900/PF3D7_1462800/PF3D7_0922500/PF3D7_1011900/PF3D7_1120100/PF3D7_0626800/PF3D7_1436000/PF3D7_1439900/PF3D7_1021600/PF3D7_1444800/PF3D7_0624000"
"GO:0072528","GO:0072528","pyrimidine-containing compound biosynthetic process",14,0.334221564120737,1.00720812742166,0.433360927152318,0.835855618370069,0.747207614411752,646,"tags=43%, list=20%, signal=35%","PF3D7_0627500/PF3D7_0603300/PF3D7_1366500/PF3D7_1251300/PF3D7_1023200/PF3D7_1308200"
"GO:0051716","GO:0051716","cellular response to stimulus",122,-0.311276654293492,-1.03132983278908,0.436802783747825,0.835855618370069,0.747207614411752,989,"tags=34%, list=30%, signal=25%","PF3D7_0219600/PF3D7_0305600/PF3D7_1011700/PF3D7_1442900/PF3D7_1117700/PF3D7_1037700/PF3D7_0525200/PF3D7_1316200/PF3D7_0507700/PF3D7_1032500/PF3D7_1106000/PF3D7_1246800/PF3D7_1007200/PF3D7_0910500/PF3D7_0515300/PF3D7_1438100/PF3D7_1337400/PF3D7_0802600/PF3D7_1110100/PF3D7_1031300/PF3D7_1003700/PF3D7_0206000/PF3D7_1144900/PF3D7_0903300/PF3D7_1218300/PF3D7_1427500/PF3D7_1237000/PF3D7_0920500/PF3D7_1138400/PF3D7_0408500/PF3D7_0628600/PF3D7_0419900/PF3D7_1123800/PF3D7_1356400/PF3D7_1417400/PF3D7_1368300/PF3D7_1451000/PF3D7_1405400/PF3D7_1455300/PF3D7_0709500/PF3D7_1034700/PF3D7_0614800"
"GO:0009150","GO:0009150","purine ribonucleotide metabolic process",40,0.248312565459314,1.01093394036178,0.43682906688687,0.835855618370069,0.747207614411752,911,"tags=42%, list=28%, signal=31%","PF3D7_1324900/PF3D7_1214900/PF3D7_1015900/PF3D7_1462800/PF3D7_1108500/PF3D7_1366500/PF3D7_0922500/PF3D7_0704700/PF3D7_1120100/PF3D7_0626800/PF3D7_1436000/PF3D7_1439900/PF3D7_1420600/PF3D7_1235700/PF3D7_0406100/PF3D7_1444800/PF3D7_0624000"
"GO:0019637","GO:0019637","organophosphate metabolic process",106,0.204613966164182,1.01356405205302,0.454838709677419,0.865336376185677,0.773561743323879,785,"tags=34%, list=24%, signal=27%","PF3D7_1360500/PF3D7_1324900/PF3D7_1214900/PF3D7_1015900/PF3D7_1462800/PF3D7_1127100/PF3D7_0911000/PF3D7_1108500/PF3D7_1366800/PF3D7_1033400/PF3D7_0603300/PF3D7_0509800/PF3D7_1366500/PF3D7_0922500/PF3D7_1029600/PF3D7_1350100/PF3D7_0524900/PF3D7_0621200/PF3D7_0514600/PF3D7_1251300/PF3D7_0920800/PF3D7_0704700/PF3D7_0629100/PF3D7_1023200/PF3D7_1315600/PF3D7_1120100/PF3D7_0927900/PF3D7_1405600/PF3D7_1453800/PF3D7_0626800/PF3D7_1327800/PF3D7_1436000/PF3D7_1439900/PF3D7_1128700/PF3D7_0610800/PF3D7_1420600"
"GO:0072330","GO:0072330","monocarboxylic acid biosynthetic process",25,0.274319714128847,0.991227800051132,0.460290827740492,0.865336376185677,0.773561743323879,744,"tags=44%, list=23%, signal=34%","PF3D7_1324900/PF3D7_1214900/PF3D7_1015900/PF3D7_1324000/PF3D7_1462800/PF3D7_0922500/PF3D7_1120100/PF3D7_0626800/PF3D7_1436000/PF3D7_0623000/PF3D7_1439900"
"GO:0007165","GO:0007165","signal transduction",50,-0.335311388046584,-1.01798317902362,0.462107821475917,0.865336376185677,0.773561743323879,940,"tags=40%, list=29%, signal=29%","PF3D7_1442900/PF3D7_1117700/PF3D7_1037700/PF3D7_1316200/PF3D7_1246800/PF3D7_1007200/PF3D7_0515300/PF3D7_1438100/PF3D7_1337400/PF3D7_0802600/PF3D7_1110100/PF3D7_1144900/PF3D7_0903300/PF3D7_0920500/PF3D7_1138400/PF3D7_0419900/PF3D7_1356400/PF3D7_1417400/PF3D7_1451000/PF3D7_1034700"
"GO:0023052","GO:0023052","signaling",50,-0.335311388046584,-1.01798317902362,0.462107821475917,0.865336376185677,0.773561743323879,940,"tags=40%, list=29%, signal=29%","PF3D7_1442900/PF3D7_1117700/PF3D7_1037700/PF3D7_1316200/PF3D7_1246800/PF3D7_1007200/PF3D7_0515300/PF3D7_1438100/PF3D7_1337400/PF3D7_0802600/PF3D7_1110100/PF3D7_1144900/PF3D7_0903300/PF3D7_0920500/PF3D7_1138400/PF3D7_0419900/PF3D7_1356400/PF3D7_1417400/PF3D7_1451000/PF3D7_1034700"
"GO:0032268","GO:0032268","regulation of cellular protein metabolic process",22,-0.384396118089672,-1.01779974113001,0.46310715609937,0.865336376185677,0.773561743323879,557,"tags=23%, list=17%, signal=19%","PF3D7_1223100/PF3D7_0723900/PF3D7_1009000/PF3D7_0410600/PF3D7_1463700"
"GO:0043412","GO:0043412","macromolecule modification",210,-0.297963469145674,-1.01508317560242,0.467790487658037,0.870002869569621,0.777733324291277,575,"tags=20%, list=17%, signal=17%","PF3D7_1450000/PF3D7_0612600/PF3D7_1242200/PF3D7_1223100/PF3D7_0623800/PF3D7_0417800/PF3D7_0420100/PF3D7_1122100/PF3D7_1014000/PF3D7_0514000/PF3D7_0217500/PF3D7_1331000/PF3D7_1428500/PF3D7_1476400/PF3D7_1009000/PF3D7_1237000/PF3D7_1337800/PF3D7_0500900/PF3D7_1371700/PF3D7_0628600/PF3D7_1238900/PF3D7_1104900/PF3D7_0615300/PF3D7_0726200/PF3D7_0902100/PF3D7_0717500/PF3D7_1227900/PF3D7_0804800/PF3D7_0516700/PF3D7_1321400/PF3D7_0301200/PF3D7_1115900/PF3D7_0802800/PF3D7_1412800/PF3D7_0528400/PF3D7_0303400/PF3D7_1463700/PF3D7_0503500/PF3D7_1414700/PF3D7_1149300/PF3D7_1121900"
"GO:0006163","GO:0006163","purine nucleotide metabolic process",42,0.241202704917745,0.99353602254629,0.470136518771331,0.870299230097627,0.777998253829669,911,"tags=43%, list=28%, signal=31%","PF3D7_1324900/PF3D7_1214900/PF3D7_1015900/PF3D7_1462800/PF3D7_1108500/PF3D7_1366500/PF3D7_0922500/PF3D7_0920800/PF3D7_0704700/PF3D7_1120100/PF3D7_0626800/PF3D7_1436000/PF3D7_1439900/PF3D7_1420600/PF3D7_1235700/PF3D7_0406100/PF3D7_1444800/PF3D7_0624000"
"GO:0016043","GO:0016043","cellular component organization",134,-0.303287699495217,-1.0117129024146,0.477871604435853,0.88052267854384,0.78713743810584,901,"tags=31%, list=27%, signal=23%","PF3D7_0503400/PF3D7_1219000/PF3D7_0528000/PF3D7_0525200/PF3D7_0508500/PF3D7_1452700/PF3D7_1328800/PF3D7_1003600/PF3D7_1223300/PF3D7_0722100/PF3D7_0505200/PF3D7_0919000/PF3D7_1220900/PF3D7_1433500/PF3D7_1320400/PF3D7_0607600/PF3D7_0105300/PF3D7_1246200/PF3D7_1439800/PF3D7_1304000/PF3D7_0714000/PF3D7_0210700/PF3D7_1433300/PF3D7_1324700/PF3D7_1428500/PF3D7_1318400/PF3D7_0628600/PF3D7_1243000/PF3D7_1448600/PF3D7_1123800/PF3D7_1216300/PF3D7_0528500/PF3D7_1464000/PF3D7_1022700/PF3D7_1432000/PF3D7_0215800/PF3D7_0530100/PF3D7_0910800/PF3D7_1333700/PF3D7_1443600/PF3D7_1140500"
"GO:0006605","GO:0006605","protein targeting",11,0.344650594663493,0.95859403553676,0.488971962616822,0.885876743139901,0.791923668821176,57,"tags=18%, list=2%, signal=18%","PF3D7_1356200/PF3D7_1015600"
"GO:0007155","GO:0007155","cell adhesion",38,-0.342240872266642,-0.999246532232616,0.489066971951918,0.885876743139901,0.791923668821176,592,"tags=24%, list=18%, signal=20%","PF3D7_0412700/PF3D7_0712000/PF3D7_0712900/PF3D7_0711700/PF3D7_1358200/PF3D7_1217700/PF3D7_1019700/PF3D7_0607700/PF3D7_0617400"
"GO:0002376","GO:0002376","immune system process",12,-0.426726638127484,-0.994647464888913,0.492037786774629,0.885876743139901,0.791923668821176,915,"tags=58%, list=28%, signal=42%","PF3D7_0207700/PF3D7_1459400/PF3D7_0207400/PF3D7_0207800/PF3D7_0208000/PF3D7_0207500/PF3D7_0207600"
"GO:0006955","GO:0006955","immune response",12,-0.426726638127484,-0.994647464888913,0.492037786774629,0.885876743139901,0.791923668821176,915,"tags=58%, list=28%, signal=42%","PF3D7_0207700/PF3D7_1459400/PF3D7_0207400/PF3D7_0207800/PF3D7_0208000/PF3D7_0207500/PF3D7_0207600"
"GO:0007154","GO:0007154","cell communication",55,-0.325419965144883,-0.998055786718329,0.492982456140351,0.885876743139901,0.791923668821176,1100,"tags=45%, list=33%, signal=31%","PF3D7_0704400/PF3D7_1475500/PF3D7_1231100/PF3D7_0512600/PF3D7_1442900/PF3D7_1117700/PF3D7_1037700/PF3D7_1316200/PF3D7_1246800/PF3D7_1007200/PF3D7_0515300/PF3D7_1438100/PF3D7_1337400/PF3D7_0802600/PF3D7_1110100/PF3D7_1144900/PF3D7_0903300/PF3D7_0720700/PF3D7_0920500/PF3D7_1138400/PF3D7_0419900/PF3D7_1356400/PF3D7_1417400/PF3D7_1451000/PF3D7_1034700"
"GO:0034220","GO:0034220","ion transmembrane transport",21,-0.379796732289188,-0.996476766515262,0.49925187032419,0.885876743139901,0.791923668821176,176,"tags=29%, list=5%, signal=27%","PF3D7_1439000/PF3D7_0934500/PF3D7_1306600/PF3D7_1354400/PF3D7_0206200/PF3D7_1421900"
"GO:0010467","GO:0010467","gene expression",468,0.174457239125567,1.09342633109491,0.5,0.885876743139901,0.791923668821176,622,"tags=26%, list=19%, signal=25%","PF3D7_0723700/PF3D7_0312800/PF3D7_1341300/PF3D7_1310900/PF3D7_1428600/PF3D7_0819900/PF3D7_1350200/PF3D7_1406000/PF3D7_1107000/PF3D7_1408900/PF3D7_1415800/PF3D7_0618600/PF3D7_1424100/PF3D7_0219200/PF3D7_1245400/PF3D7_0611700/PF3D7_0807000/PF3D7_0306900/PF3D7_0708100/PF3D7_1417500/PF3D7_1015900/PF3D7_0516200/PF3D7_1357200/PF3D7_0307100/PF3D7_1351400/PF3D7_0519400/PF3D7_1304900/PF3D7_0822300/PF3D7_1034200/PF3D7_1115500/PF3D7_1315800/PF3D7_1105400/PF3D7_1402500/PF3D7_0602000/PF3D7_0217800/PF3D7_0319600/PF3D7_1331800/PF3D7_0705700/PF3D7_0304400/PF3D7_1242700/PF3D7_0628800/PF3D7_0516900/PF3D7_0303300/PF3D7_1433700/PF3D7_0520700/PF3D7_1237600/PF3D7_0218500/PF3D7_1426000/PF3D7_1424400/PF3D7_1125300/PF3D7_1431700/PF3D7_1019400/PF3D7_0825200/PF3D7_0309600/PF3D7_1126200/PF3D7_0102900/PF3D7_1460300/PF3D7_1420400/PF3D7_0904400/PF3D7_0813900/PF3D7_1030100/PF3D7_1465900/PF3D7_1357000/PF3D7_0817900/PF3D7_1213700/PF3D7_1026800/PF3D7_1110600/PF3D7_1421200/PF3D7_1319300/PF3D7_1350100/PF3D7_1354300/PF3D7_1341200/PF3D7_0623600/PF3D7_1124900/PF3D7_0422500/PF3D7_0502100/PF3D7_1132700/PF3D7_1410600/PF3D7_1317200/PF3D7_1461900/PF3D7_1360900/PF3D7_1105700/PF3D7_1121700/PF3D7_0909800/PF3D7_1142500/PF3D7_0316800/PF3D7_0706400/PF3D7_1364800/PF3D7_1308300/PF3D7_0422400/PF3D7_1202900/PF3D7_1408600/PF3D7_0526500/PF3D7_0618300/PF3D7_0520000/PF3D7_1461300/PF3D7_1468700/PF3D7_1321700/PF3D7_1317800/PF3D7_1441200/PF3D7_0521400/PF3D7_0110400/PF3D7_0613400/PF3D7_1414300/PF3D7_0422700/PF3D7_0918300/PF3D7_0311100/PF3D7_1004000/PF3D7_1030000/PF3D7_1314900/PF3D7_0927200/PF3D7_1126900/PF3D7_1137500/PF3D7_0322900/PF3D7_0903900/PF3D7_0509400/PF3D7_1010200/PF3D7_1033600/PF3D7_1302800/PF3D7_0317600/PF3D7_1349200/PF3D7_1136300"
"GO:0044267","GO:0044267","cellular protein metabolic process",469,0.161560695457331,1.01773468434253,0.5,0.885876743139901,0.791923668821176,648,"tags=25%, list=20%, signal=24%","PF3D7_0312800/PF3D7_1341300/PF3D7_1310900/PF3D7_1428600/PF3D7_0319100/PF3D7_1015600/PF3D7_0910600/PF3D7_1337100/PF3D7_1200800/PF3D7_0618600/PF3D7_1424100/PF3D7_0219200/PF3D7_1245400/PF3D7_0611700/PF3D7_0306900/PF3D7_0424500/PF3D7_0516200/PF3D7_1357200/PF3D7_0307100/PF3D7_0314400/PF3D7_1351400/PF3D7_0314200/PF3D7_0519400/PF3D7_0320000/PF3D7_0308600/PF3D7_0810500/PF3D7_0524800/PF3D7_1034200/PF3D7_1105400/PF3D7_1422400/PF3D7_1402500/PF3D7_0602000/PF3D7_0217800/PF3D7_0319600/PF3D7_0911000/PF3D7_1331800/PF3D7_0705700/PF3D7_0520100/PF3D7_0304400/PF3D7_1242700/PF3D7_0628800/PF3D7_0516900/PF3D7_1132200/PF3D7_1432700/PF3D7_1357800/PF3D7_1426000/PF3D7_1424400/PF3D7_1431700/PF3D7_1019400/PF3D7_0825200/PF3D7_0309600/PF3D7_1202400/PF3D7_1126200/PF3D7_1031700/PF3D7_0102900/PF3D7_1460300/PF3D7_1420400/PF3D7_0904400/PF3D7_0813900/PF3D7_1465900/PF3D7_1367000/PF3D7_1357000/PF3D7_1026800/PF3D7_0608700/PF3D7_1110600/PF3D7_1421200/PF3D7_1350100/PF3D7_0524900/PF3D7_1341200/PF3D7_1124900/PF3D7_1108400/PF3D7_1132700/PF3D7_0925700/PF3D7_1410600/PF3D7_1461900/PF3D7_0727400/PF3D7_1121700/PF3D7_1142500/PF3D7_0316800/PF3D7_0706400/PF3D7_1308300/PF3D7_0308200/PF3D7_1203900/PF3D7_0422400/PF3D7_1408600/PF3D7_0618300/PF3D7_0520000/PF3D7_1461300/PF3D7_1115600/PF3D7_1468700/PF3D7_0902200/PF3D7_1317800/PF3D7_1441200/PF3D7_0613400/PF3D7_0807800/PF3D7_1414300/PF3D7_0422700/PF3D7_0811500/PF3D7_0918300/PF3D7_0528700/PF3D7_1004000/PF3D7_1020900/PF3D7_1121000/PF3D7_1137500/PF3D7_0322900/PF3D7_0903900/PF3D7_1302800/PF3D7_0317600/PF3D7_1147400/PF3D7_0306800/PF3D7_1353800/PF3D7_1349200/PF3D7_0424700/PF3D7_1474500/PF3D7_1249300/PF3D7_0313100/PF3D7_0307200/PF3D7_0518300"
"GO:1901615","GO:1901615","organic hydroxy compound metabolic process",12,-0.423647421889457,-0.987470189435856,0.50080971659919,0.885876743139901,0.791923668821176,311,"tags=42%, list=9%, signal=38%","PF3D7_0511800/PF3D7_0616000/PF3D7_0306400/PF3D7_0803600/PF3D7_0216800"
"GO:0002682","GO:0002682","regulation of immune system process",10,-0.439555535447967,-0.98026023907688,0.511466296038916,0.896755884684972,0.801649005616293,915,"tags=70%, list=28%, signal=51%","PF3D7_0102200/PF3D7_0207700/PF3D7_0207400/PF3D7_0207800/PF3D7_0208000/PF3D7_0207500/PF3D7_0207600"
"GO:0050776","GO:0050776","regulation of immune response",10,-0.439555535447967,-0.98026023907688,0.511466296038916,0.896755884684972,0.801649005616293,915,"tags=70%, list=28%, signal=51%","PF3D7_0102200/PF3D7_0207700/PF3D7_0207400/PF3D7_0207800/PF3D7_0208000/PF3D7_0207500/PF3D7_0207600"
"GO:0033554","GO:0033554","cellular response to stress",69,-0.311359997706618,-0.983011521629462,0.51794322442421,0.9033637768777,0.807556087237934,1017,"tags=32%, list=31%, signal=23%","PF3D7_1037000/PF3D7_0219600/PF3D7_0305600/PF3D7_1011700/PF3D7_0525200/PF3D7_0507700/PF3D7_1032500/PF3D7_1106000/PF3D7_0910500/PF3D7_1031300/PF3D7_1003700/PF3D7_0206000/PF3D7_1427500/PF3D7_1237000/PF3D7_0408500/PF3D7_0628600/PF3D7_1123800/PF3D7_1368300/PF3D7_1405400/PF3D7_1455300/PF3D7_0709500/PF3D7_0614800"
"GO:0051276","GO:0051276","chromosome organization",50,-0.323827819008237,-0.98311982354889,0.519774635439682,0.9033637768777,0.807556087237934,853,"tags=30%, list=26%, signal=23%","PF3D7_0525200/PF3D7_0508500/PF3D7_1328800/PF3D7_1223300/PF3D7_0919000/PF3D7_1220900/PF3D7_1433500/PF3D7_1304000/PF3D7_0714000/PF3D7_1433300/PF3D7_1318400/PF3D7_0628600/PF3D7_1123800/PF3D7_1464000/PF3D7_1333700"
"GO:0009605","GO:0009605","response to external stimulus",33,0.248811258232191,0.967447524612957,0.523508771929825,0.905897787948131,0.809821349712955,831,"tags=52%, list=25%, signal=39%","PF3D7_0809100/PF3D7_1240600/PF3D7_0712300/PF3D7_1200600/PF3D7_1100200/PF3D7_0400400/PF3D7_0621200/PF3D7_1438900/PF3D7_0425800/PF3D7_0632500/PF3D7_1229400/PF3D7_0412400/PF3D7_0800200/PF3D7_0712600/PF3D7_1200100/PF3D7_1322100/PF3D7_1150400"
"GO:0019682","GO:0019682","glyceraldehyde-3-phosphate metabolic process",13,0.316421807978472,0.935086933999001,0.526711515631183,0.906298004843732,0.810179120965833,867,"tags=62%, list=26%, signal=46%","PF3D7_1033400/PF3D7_0514600/PF3D7_1453800/PF3D7_1436000/PF3D7_1439900/PF3D7_0610800/PF3D7_1021600/PF3D7_1454700"
"GO:0034728","GO:0034728","nucleosome organization",13,-0.407579971901882,-0.966916911889479,0.528294314381271,0.906298004843732,0.810179120965833,701,"tags=38%, list=21%, signal=30%","PF3D7_0919000/PF3D7_0714000/PF3D7_1433300/PF3D7_1464000/PF3D7_1333700"
"GO:0006790","GO:0006790","sulfur compound metabolic process",16,0.29629807165055,0.934019274350217,0.544175824175824,0.927045291157441,0.828726020659124,333,"tags=25%, list=10%, signal=23%","PF3D7_0522700/PF3D7_0627500/PF3D7_1108500/PF3D7_1121600"
"GO:0032446","GO:0032446","protein modification by small protein conjugation",11,0.33089577827685,0.920337072826417,0.545046728971963,0.927045291157441,0.828726020659124,859,"tags=36%, list=26%, signal=27%","PF3D7_0308600/PF3D7_1367000/PF3D7_0303800/PF3D7_1360700"
"GO:0046488","GO:0046488","phosphatidylinositol metabolic process",16,-0.386308764610611,-0.958012030086703,0.549113498123463,0.929987967034631,0.831356606341458,709,"tags=31%, list=22%, signal=25%","PF3D7_0515300/PF3D7_1122100/PF3D7_0419900/PF3D7_0615300/PF3D7_1412400"
"GO:0065008","GO:0065008","regulation of biological quality",42,-0.324157386283063,-0.959503831434082,0.554813137032843,0.935659442962167,0.836426584822037,766,"tags=21%, list=23%, signal=17%","PF3D7_1328800/PF3D7_1353600/PF3D7_1472600/PF3D7_0505200/PF3D7_1242000/PF3D7_1134100/PF3D7_0528500/PF3D7_1022700/PF3D7_1345100"
"GO:0048583","GO:0048583","regulation of response to stimulus",13,-0.396974891392294,-0.941758090544995,0.560535117056856,0.939964152205806,0.840274751244545,940,"tags=62%, list=29%, signal=44%","PF3D7_1442900/PF3D7_0207700/PF3D7_1037700/PF3D7_0207400/PF3D7_0207800/PF3D7_0208000/PF3D7_0207500/PF3D7_0207600"
"GO:0051246","GO:0051246","regulation of protein metabolic process",25,-0.349944606365049,-0.947661600509693,0.56208911614317,0.939964152205806,0.840274751244545,557,"tags=20%, list=17%, signal=17%","PF3D7_1223100/PF3D7_0723900/PF3D7_1009000/PF3D7_0410600/PF3D7_1463700"
"GO:0018205","GO:0018205","peptidyl-lysine modification",10,-0.422230819620549,-0.941624097089461,0.56455872133426,0.940143812096383,0.840435357018189,427,"tags=30%, list=13%, signal=26%","PF3D7_0416400/PF3D7_1237000/PF3D7_0628600"
"GO:0045454","GO:0045454","cell redox homeostasis",20,-0.363012171319228,-0.942629545176342,0.566993464052288,0.940264161220044,0.840542942323128,485,"tags=20%, list=15%, signal=17%","PF3D7_1472600/PF3D7_1242000/PF3D7_1134100/PF3D7_1345100"
